userSet	dbSet	collection	pValueLog	oddsRatio	support	rnkPV	rnkOR	rnkSup	maxRnk	meanRnk	b	c	d	description	cellType	tissue	antibody	treatment	dataSource	filename	size
1	3011	ucsc_features	85.3716765538429	6.2613342993847	215	2	164	11	164	59	942	3261	89463	UCSC Vista enhancers	NA	NA	NA	NA	NA	vistaEnhancers.bed	1339
1	717	encode_tfbs	66.8004201178368	3.58445065381434	300	3	286	7	286	98.7	2321	3176	88084	ChIP SK-N-SH_RA p300	SK-N-SH_RA	NA	p300	None	NA	wgEncodeAwgTfbsHaibSknshraP300V0416102UniPk.narrowPeak	46484
1	1040	encode_tfbs	30.8844303450695	3.48121413138415	138	6	290	17	290	104	1061	3338	89344	ChIP SH-SY5Y GATA3_(SC-269)	SH-SY5Y	NA	GATA3_(SC-269)	None	NA	wgEncodeAwgTfbsSydhShsy5yGata3sc269sc269UcdUniPk.narrowPeak	15879
1	2371	sheffield_dnase	29.5377900460837	3.5350919779604	129	7	287	20	287	105	975	3347	89430	Ewing sarcoma	NA	NA	NA	NA	NA	2474.bed	42606
1	821	encode_tfbs	25.3840036888699	3.50866885671821	111	8	289	32	289	110	842	3365	89563	ChIP HEK293 TCF7L2	HEK293	NA	TCF7L2	None	NA	wgEncodeAwgTfbsSydhHek293Tcf7l2UcdUniPk.narrowPeak	8960
1	3004	ucsc_features	216.6288622507	3.03111862285568	1824	1	330	2	330	111	24138	1652	66267	UCSC LaminB1 Lads	NA	NA	NA	NA	NA	laminB1Lads.bed	1296
1	1148	sheffield_dnase	24.8389089607848	3.29826305824194	118	9	300	24	300	111	953	3358	89452	Brain	NA	NA	NA	NA	NA	1003.bed	33659
1	1876	sheffield_dnase	18.0018279171988	4.087126955706	64	10	243	90	243	114	413	3412	89992	sheffield_dnase	NA	NA	NA	NA	NA	1820.bed	23327
1	1039	encode_tfbs	36.6690103120499	2.99559477971469	206	5	333	12	333	117	1862	3270	88543	ChIP SH-SY5Y GATA-2	SH-SY5Y	NA	GATA-2	None	NA	wgEncodeAwgTfbsSydhShsy5yGata2UcdUniPk.narrowPeak	35617
1	2367	sheffield_dnase	13.5503547566099	4.03032170333566	48	14	247	139	247	133	313	3428	90092	Melanocyte,Colo829,and Ewing sarcoma	NA	NA	NA	NA	NA	2468.bed	9461
1	710	encode_tfbs	17.6982618903345	2.87596909903902	101	11	356	41	356	136	931	3375	89474	ChIP SK-N-MC Pol2-4H8	SK-N-MC	NA	Pol2-4H8	None	NA	wgEncodeAwgTfbsHaibSknmcPol24h8V0416101UniPk.narrowPeak	24118
1	709	encode_tfbs	14.0193872444618	2.93630773756159	76	13	337	66	337	139	683	3400	89722	ChIP SK-N-MC FOXP2	SK-N-MC	NA	FOXP2	None	NA	wgEncodeAwgTfbsHaibSknmcFoxp2Pcr2xUniPk.narrowPeak	14694
1	1277	sheffield_dnase	12.2169753317564	4.51024797602964	38	17	210	198	210	142	221	3438	90184	Brain	NA	NA	NA	NA	NA	1153.bed	3997
1	264	codex	12.2137832613202	2.74501951484175	73	18	368	75	368	154	701	3403	89704	codex Embryonic Stem Cell NANOG	Embryonic Stem Cell	NA	NANOG	NA	GSE46130	GSM1124070_NANOG.bed	13460
1	2877	sheffield_dnase	11.7490252605886	3.1670033789376	56	21	326	117	326	155	465	3420	89940	Liver;Epithelial	NA	NA	NA	NA	NA	862.bed	31684
1	265	codex	13.0702905585919	2.5584343815283	89	15	405	49	405	156	919	3387	89486	codex Embryonic Stem Cell NANOG	Embryonic Stem Cell	NA	NANOG	NA	GSE46130	GSM1124071_NANOG.bed	18532
1	209	cistrome_epigenome	10.7279734410941	2.75352616947011	63	25	367	95	367	162	602	3413	89803	cistrome_epigenome VCaP H3K27me3	VCaP	prostate	H3K27me3	regular medium	NA	Human_VCaP_H3K27me3_regular-medium_Chinnaiyan.bed	14481
1	1818	sheffield_dnase	10.5338805917919	4.08514227569421	36	26	245	214	245	162	231	3440	90174	sheffield_dnase	NA	NA	NA	NA	NA	1750.bed	14608
1	36	cistrome_cistrome	12.1700965715464	2.17513843505086	115	19	461	27	461	169	1400	3361	89005	cistrome_cistrome LnCaP FoxA1	LnCaP	prostate	FoxA1	regular medium	NA	Human_LnCaP_FoxA1_regular-medium_Chinnaiyan.bed	51482
1	259	codex	11.8996832564449	2.30177843438741	99	20	445	44	445	170	1137	3377	89268	Day 5 of in vitro differentiation with FGF2; BMP4 and B27	Endoderm	NA	FOXA2	NA	GSE46130	GSM1124063_FOXA2.bed	34443
1	725	encode_tfbs	10.9604882646104	2.31866349802923	89	23	443	49	443	172	1013	3387	89392	ChIP T-47D FOXA1_(SC-6553)	T-47D	NA	FOXA1_(SC-6553)	DMSO_0.02pct	NA	wgEncodeAwgTfbsHaibT47dFoxa1sc6553V0416102Dm002p1hUniPk.narrowPeak	41552
1	1041	encode_tfbs	9.88687914051059	2.48775158720495	69	28	410	82	410	173	730	3407	89675	ChIP U2OS KAP1	U2OS	NA	KAP1	None	NA	wgEncodeAwgTfbsSydhU2osKap1UcdUniPk.narrowPeak	14644
1	194	cistrome_epigenome	12.5880704083837	2.04899213128264	138	16	490	17	490	174	1788	3338	88617	cistrome_epigenome NB4 cells H3K27me3	NB4 cells	hematopoietic stem cell	H3K27me3	ATRA(24hr)	NA	Human_NB4-cells_H3K27me3_ATRA-24hr_Stunnenberg.bed	43145
1	819	encode_tfbs	10.8643820896763	2.346322686722	86	24	441	56	441	174	967	3390	89438	ChIP HEK293 KAP1	HEK293	NA	KAP1	None	NA	wgEncodeAwgTfbsSydhHek293Kap1UcdUniPk.narrowPeak	19771
1	727	encode_tfbs	8.6299630316647	2.92177214345293	45	32	338	153	338	174	404	3431	90001	ChIP T-47D p300	T-47D	NA	p300	DMSO_0.02pct	NA	wgEncodeAwgTfbsHaibT47dP300V0416102Dm002p1hUniPk.narrowPeak	13972
1	726	encode_tfbs	10.5100031308402	2.29292659039428	87	27	446	54	446	176	1001	3389	89404	ChIP T-47D GATA3_(SC-268)	T-47D	NA	GATA3_(SC-268)	DMSO_0.02pct	NA	wgEncodeAwgTfbsHaibT47dGata3sc268V0416102Dm002p1hUniPk.narrowPeak	37194
1	1303	sheffield_dnase	8.39584542987123	2.90659645449425	44	35	339	160	339	178	397	3432	90008	Brain	NA	NA	NA	NA	NA	1184.bed	16107
1	528	encode_tfbs	8.41216799293113	2.6613577852227	51	34	380	132	380	182	503	3425	89902	ChIP ECC-1 ERalpha_a	ECC-1	NA	ERalpha_a	Estradiol_10nM	NA	wgEncodeAwgTfbsHaibEcc1EralphaaV0416102Est10nm1hUniPk.narrowPeak	16087
1	263	codex	8.12926927973363	3.02125377223147	40	37	331	181	331	183	347	3436	90058	codex Embryonic Stem Cell SOX2	Embryonic Stem Cell	NA	SOX2	NA	GSE46130	GSM1124069_SOX2.bed	5204
1	281	codex	8.88053479655671	2.32529621582305	70	30	442	81	442	184	792	3406	89613	codex Endometrial Stromal Cell NR2F2	Endometrial Stromal Cell	NA	NR2F2	NA	GSE52008	GSM1257396_NR2F2.bed	19927
1	85	cistrome_cistrome	8.76865606426356	2.22299746439694	76	31	457	66	457	185	900	3400	89505	cistrome_cistrome MCF-7 SRC-3	MCF-7	breast	SRC-3	No treatment	NA	Human_MCF-7_SRC-3_No-treatment_OMalley.bed	30757
1	3008	ucsc_features	17.5306968153855	1.93700772945946	232	12	536	9	536	186	3219	3244	87186	UCSC Repeat Masker	NA	NA	NA	NA	NA	rmsk.bed	5291824
1	891	encode_tfbs	9.37336012154856	2.04301492611845	100	29	492	43	492	188	1292	3376	89113	ChIP HepG2 MafK_(ab50322)	HepG2	NA	MafK_(ab50322)	None	NA	wgEncodeAwgTfbsSydhHepg2Mafkab50322IggrabUniPk.narrowPeak	61936
1	865	encode_tfbs	7.6752809350308	2.94487038680631	39	41	336	188	336	188	347	3437	90058	ChIP HeLa-S3 STAT3	HeLa-S3	NA	STAT3	None	NA	wgEncodeAwgTfbsSydhHelas3Stat3IggrabUniPk.narrowPeak	13832
1	116	cistrome_cistrome	11.0249232930068	1.99250471650192	128	22	523	21	523	189	1702	3348	88703	cistrome_cistrome T47D FoxA1	T47D	breast	FoxA1	DMSO(45min-3hr)	NA	Human_T47D_FoxA1_DMSO-45min-3hr_Liu.bed	53583
1	1149	sheffield_dnase	8.54328537670048	4.03723883644159	29	33	246	293	293	191	188	3447	90217	Brain	NA	NA	NA	NA	NA	1004.bed	3658
1	529	encode_tfbs	7.63755035594183	2.84267715032481	41	42	357	173	357	191	378	3435	90027	ChIP ECC-1 ERalpha_a	ECC-1	NA	ERalpha_a	Genistein_100nM	NA	wgEncodeAwgTfbsHaibEcc1EralphaaV0416102Gen1hUniPk.narrowPeak	11447
1	911	encode_tfbs	8.0644161748202	2.19689360600064	71	38	459	79	459	192	850	3405	89555	ChIP HUVEC c-Jun	HUVEC	NA	c-Jun	None	NA	wgEncodeAwgTfbsSydhHuvecCjunUniPk.narrowPeak	29522
1	713	encode_tfbs	8.23204559397522	2.04638933827564	86	36	491	56	491	194	1107	3390	89298	ChIP SK-N-SH Pol2-4H8	SK-N-SH	NA	Pol2-4H8	None	NA	wgEncodeAwgTfbsHaibSknshPol24h8V0416101UniPk.narrowPeak	28163
1	912	encode_tfbs	8.04685826046347	2.14253897654719	75	39	473	69	473	194	921	3401	89484	ChIP HUVEC GATA-2	HUVEC	NA	GATA-2	None	NA	wgEncodeAwgTfbsSydhHuvecGata2UcdUniPk.narrowPeak	27452
1	2522	sheffield_dnase	7.49400745308028	2.80541348620389	41	45	363	173	363	194	383	3435	90022	sheffield_dnase	NA	NA	NA	NA	NA	409.bed	38590
1	191	cistrome_epigenome	7.15131742702685	2.75788913850189	40	48	366	181	366	198	380	3436	90025	cistrome_epigenome MCF-7 H3R17me2	MCF-7	breast	H3R17me2	No treatment	NA	Human_MCF-7_H3R17me2_No-treatment_Brown.bed	4241
1	84	cistrome_cistrome	7.38681494488348	2.10442116293702	71	46	478	79	478	201	887	3405	89518	cistrome_cistrome MCF-7 SRC-3	MCF-7	breast	SRC-3	E2(1hr)	NA	Human_MCF-7_SRC-3_E2-1hr_OMalley.bed	33773
1	1034	encode_tfbs	7.31515589717639	2.35107925178683	55	47	440	123	440	203	614	3421	89791	ChIP PANC-1 TCF7L2	PANC-1	NA	TCF7L2	None	NA	wgEncodeAwgTfbsSydhPanc1Tcf7l2UcdUniPk.narrowPeak	13362
1	261	codex	6.55049217395913	2.44173570411318	45	53	414	153	414	207	483	3431	89922	codex Embryonic Stem Cell POU5F1	Embryonic Stem Cell	NA	POU5F1	NA	GSE46130	GSM1124067_POU5F1.bed	10374
1	633	encode_tfbs	6.96489493384524	2.0139231966269	74	49	500	74	500	208	966	3402	89439	ChIP HepG2 FOXA2_(SC-6554)	HepG2	NA	FOXA2_(SC-6554)	None	NA	wgEncodeAwgTfbsHaibHepg2Foxa2sc6554V0416101UniPk.narrowPeak	40987
1	64	cistrome_cistrome	6.51490282774498	2.06956352529966	64	55	485	90	485	210	812	3412	89593	cistrome_cistrome MCF-7 FoxA1	MCF-7	breast	FoxA1	No treatment	NA	Human_MCF-7_FoxA1_No-treatment_Brown.bed	9849
1	65	cistrome_cistrome	7.70988159515641	1.89526526742086	98	40	548	46	548	211	1363	3378	89042	cistrome_cistrome MCF-7 FoxA1	MCF-7	breast	FoxA1	No treatment	NA	Human_MCF-7_FoxA1_No-treatment_White.bed	14374
1	2252	sheffield_dnase	7.56312207977582	4.08594087545987	25	44	244	347	347	212	160	3451	90245	Brain;Muscle	NA	NA	NA	NA	NA	2322.bed	4313
1	855	encode_tfbs	6.53075186890023	2.24956428880982	53	54	453	130	453	212	618	3423	89787	ChIP HeLa-S3 p300_(SC-584)	HeLa-S3	NA	p300_(SC-584)	None	NA	wgEncodeAwgTfbsSydhHelas3P300sc584sc584IggrabUniPk.narrowPeak	25852
1	57	cistrome_cistrome	6.34661506264582	2.08476813829566	61	57	479	101	479	212	768	3415	89637	cistrome_cistrome MCF-7 ESR1	MCF-7	breast	ESR1	No treatment	NA	Human_MCF-7_ESR1_No-treatment_Odom.bed	29095
1	520	encode_tfbs	6.35628799876097	2.16366155103443	56	56	469	117	469	214	679	3420	89726	ChIP A549 TCF12	A549	NA	TCF12	EtOH_0.02pct	NA	wgEncodeAwgTfbsHaibA549Tcf12V0422111Etoh02UniPk.narrowPeak	20892
1	915	encode_tfbs	7.57179936326176	1.85008749192014	103	43	571	38	571	217	1468	3373	88937	ChIP IMR90 CEBPB	IMR90	NA	CEBPB	None	NA	wgEncodeAwgTfbsSydhImr90CebpbIggrabUniPk.narrowPeak	70441
1	3003	ucsc_features	42.1289684748517	1.6090840065094	1736	4	649	3	649	219	34600	1740	55805	UCSC LaminBq	NA	NA	NA	NA	NA	laminB1.bed	2859551
1	1020	encode_tfbs	5.86836224558595	2.06499943435578	57	60	486	114	486	220	724	3419	89681	ChIP MCF10A-Er-Src STAT3	MCF10A-Er-Src	NA	STAT3	EtOH_0.01pct_12hr	NA	wgEncodeAwgTfbsSydhMcf10aesStat3Etoh01cUniPk.narrowPeak	41350
1	632	encode_tfbs	6.68574731998662	1.86582918341634	87	52	559	54	559	222	1227	3389	89178	ChIP HepG2 FOXA1_(SC-6553)	HepG2	NA	FOXA1_(SC-6553)	None	NA	wgEncodeAwgTfbsHaibHepg2Foxa1sc6553V0416101UniPk.narrowPeak	51262
1	1021	encode_tfbs	5.69966833636225	2.08215328219386	54	63	480	124	480	222	680	3422	89725	ChIP MCF10A-Er-Src STAT3	MCF10A-Er-Src	NA	STAT3	4OHTAM_1uM_12hr	NA	wgEncodeAwgTfbsSydhMcf10aesStat3Tam112hHvdUniPk.narrowPeak	39903
1	1011	encode_tfbs	6.83410245521868	1.83337297251792	94	50	573	47	573	223	1350	3382	89055	ChIP MCF10A-Er-Src c-Fos	MCF10A-Er-Src	NA	c-Fos	4OHTAM_1uM_4hr	NA	wgEncodeAwgTfbsSydhMcf10aesCfosTam14hHvdUniPk.narrowPeak	86317
1	910	encode_tfbs	6.68758774936967	1.85170503514349	89	51	570	49	570	223	1265	3387	89140	ChIP HUVEC c-Fos	HUVEC	NA	c-Fos	None	NA	wgEncodeAwgTfbsSydhHuvecCfosUcdUniPk.narrowPeak	46722
1	631	encode_tfbs	6.11521442550582	1.89493213411164	75	58	549	69	549	225	1040	3401	89365	ChIP HepG2 FOXA1_(SC-101058)	HepG2	NA	FOXA1_(SC-101058)	None	NA	wgEncodeAwgTfbsHaibHepg2Foxa1sc101058V0416101UniPk.narrowPeak	43111
1	917	encode_tfbs	6.02141180077167	1.94004295860669	69	59	534	82	534	225	934	3407	89471	ChIP IMR90 MafK_(ab50322)	IMR90	NA	MafK_(ab50322)	None	NA	wgEncodeAwgTfbsSydhImr90MafkIggrabUniPk.narrowPeak	40785
1	1022	encode_tfbs	5.80979142281814	2.00067850358862	61	61	520	101	520	227	800	3415	89605	ChIP MCF10A-Er-Src STAT3	MCF10A-Er-Src	NA	STAT3	4OHTAM_1uM_36hr	NA	wgEncodeAwgTfbsSydhMcf10aesStat3TamUniPk.narrowPeak	44488
1	190	cistrome_epigenome	5.29851058093375	2.26462811542983	41	70	448	173	448	230	474	3435	89931	cistrome_epigenome MCF-7 H3R17me2	MCF-7	breast	H3R17me2	E2(45min)	NA	Human_MCF-7_H3R17me2_E2-45min_Brown.bed	4840
1	835	encode_tfbs	5.11183956964085	2.1733724369584	43	74	462	165	462	234	518	3433	89887	ChIP HeLa-S3 c-Jun	HeLa-S3	NA	c-Jun	None	NA	wgEncodeAwgTfbsSydhHelas3CjunIggrabUniPk.narrowPeak	21902
1	1009	encode_tfbs	5.48369461354394	1.80637700186286	76	66	576	66	576	236	1105	3400	89300	ChIP MCF10A-Er-Src c-Fos	MCF10A-Er-Src	NA	c-Fos	EtOH_0.01pct	NA	wgEncodeAwgTfbsSydhMcf10aesCfosEtoh01HvdUniPk.narrowPeak	67914
1	66	cistrome_cistrome	5.32860772590389	1.88247482417503	65	69	555	87	555	237	906	3411	89499	cistrome_cistrome MCF-7 GATA3	MCF-7	breast	GATA3	No treatment	NA	Human_MCF-7_GATA3_No-treatment_White.bed	8885
1	797	encode_tfbs	5.24749409419289	2.43537899942354	35	71	418	226	418	238	376	3441	90029	ChIP H1-hESC CEBPB	H1-hESC	NA	CEBPB	None	NA	wgEncodeAwgTfbsSydhH1hescCebpbIggrabUniPk.narrowPeak	15554
1	1143	sheffield_dnase	5.35325821890737	1.77531127240866	78	67	586	63	586	239	1154	3398	89251	Stem cell specific (weak)	NA	NA	NA	NA	NA	10.bed	63191
1	514	encode_tfbs	4.84531682324908	2.07440007084363	45	79	484	153	484	239	568	3431	89837	ChIP A549 p300	A549	NA	p300	EtOH_0.02pct	NA	wgEncodeAwgTfbsHaibA549P300V0422111Etoh02UniPk.narrowPeak	18212
1	731	encode_tfbs	5.18230123940602	1.91420815784998	60	73	545	105	545	241	822	3416	89583	ChIP A549 CEBPB	A549	NA	CEBPB	None	NA	wgEncodeAwgTfbsSydhA549CebpbIggrabUniPk.narrowPeak	38836
1	1010	encode_tfbs	5.54802330685718	1.70559412871556	93	65	614	48	614	242	1434	3383	88971	ChIP MCF10A-Er-Src c-Fos	MCF10A-Er-Src	NA	c-Fos	4OHTAM_1uM_12hr	NA	wgEncodeAwgTfbsSydhMcf10aesCfosTam112hHvdUniPk.narrowPeak	92352
1	2798	sheffield_dnase	5.3337652510609	2.53875119279894	33	68	406	253	406	242	340	3443	90065	Brain	NA	NA	NA	NA	NA	756.bed	17284
1	220	cistrome_epigenome	4.7945043993952	2.02770075212504	47	81	497	147	497	242	607	3429	89798	cistrome_epigenome metastatic prostate cancer tissue H3K27me3	metastatic prostate cancer tissue	prostate	H3K27me3	No treatment	NA	Human_metastatic-prostate-cancer-tissue_H3K27me3_No-treatment_Chinnaiyan.bed	15458
1	644	encode_tfbs	4.97502149929173	1.95467029532147	54	76	529	124	529	243	724	3422	89681	ChIP HepG2 p300	HepG2	NA	p300	None	NA	wgEncodeAwgTfbsHaibHepg2P300V0416101UniPk.narrowPeak	27911
1	62	cistrome_cistrome	4.9030481387049	1.99973178335495	50	78	521	134	521	244	655	3426	89750	cistrome_cistrome MCF-7 FoxA1	MCF-7	breast	FoxA1	E2(45min-3hr)	NA	Human_MCF-7_FoxA1_E2-45min-3hr_Liu.bed	16888
1	718	encode_tfbs	5.63821524953512	1.64929496028577	107	64	637	36	637	246	1708	3369	88697	ChIP SK-N-SH_RA Rad21	SK-N-SH_RA	NA	Rad21	None	NA	wgEncodeAwgTfbsHaibSknshraRad21V0416102UniPk.narrowPeak	62260
1	1871	sheffield_dnase	5.78110668938617	3.81326419409647	20	62	258	425	425	248	137	3456	90268	Epithelial	NA	NA	NA	NA	NA	1816.bed	6150
1	1012	encode_tfbs	4.79597880553548	1.73996395855782	73	80	593	75	593	249	1101	3403	89304	ChIP MCF10A-Er-Src c-Fos	MCF10A-Er-Src	NA	c-Fos	4OHTAM_1uM_36hr	NA	wgEncodeAwgTfbsSydhMcf10aesCfosTamHvdUniPk.narrowPeak	70458
1	1023	encode_tfbs	5.22191299456848	2.95610821372524	25	72	335	347	347	251	221	3451	90184	ChIP MCF-7 GATA3_(SC-268)	MCF-7	NA	GATA3_(SC-268)	None	NA	wgEncodeAwgTfbsSydhMcf7Gata3UcdUniPk.narrowPeak	6081
1	880	encode_tfbs	4.7267528146479	1.73799338232965	72	83	594	78	594	252	1087	3404	89318	ChIP HepG2 CEBPB	HepG2	NA	CEBPB	None	NA	wgEncodeAwgTfbsSydhHepg2CebpbIggrabUniPk.narrowPeak	56620
1	847	encode_tfbs	4.54007284314487	1.96083970301073	48	89	527	139	527	252	641	3428	89764	ChIP HeLa-S3 JunD	HeLa-S3	NA	JunD	None	NA	wgEncodeAwgTfbsSydhHelas3JundIggrabUniPk.narrowPeak	31633
1	1019	encode_tfbs	4.73756030490287	1.85448507242589	59	82	568	108	568	253	834	3417	89571	ChIP MCF10A-Er-Src STAT3	MCF10A-Er-Src	NA	STAT3	EtOH_0.01pct_4hr	NA	wgEncodeAwgTfbsSydhMcf10aesStat3Etoh01bUniPk.narrowPeak	45105
